Subject,Age,Sex,World,VE_sequence,NovelFamiliar,LearningType,NoveltySeeking,ExploratoryExcitability,Impulsiveness,Extravagance,Disorderliness,Total,ArousalPre,MoodPre,ArousalPost,MoodPost,TimeRaw,IdleSteps2d,DistanceTravelledY,DistanceTravelled2d_100ms,AreaCoveredRaw_14,RoamingEntropy_14,ObjectsVisited10,ObjectVisits10,RevisitingGagnon14,StepLengthCoeffVar,LagStepsPercent3xMedian,LagStepsPercent4xMedian,LagStepsPercent5xMedian,trimLoss,SinuosityRediscretized,FractalDimension,numTurningPointsFlight150,numTurningPointsFlight160,numTurningPointsFlight170,numTurningPointsFlight180,numTurningPointsRaw150,numTurningPointsRaw160,numTurningPointsRaw170,numTurningPointsRaw180
789.0,8.0,female,Green,GreenGreen,familiar,deep,8.0,,,,,,5.0,7.0,4.0,6.0,2889,703,66.6,380.7102425775364,26.0,0.5036887014411596,13.0,16.0,9.215909090909092,0.31486897635585315,0.0,0.0,0.0,181,0.3099849665261558,1.011540920846111,2,1,1,1,0,0,0,0
790.0,11.0,male,Green,GreenPink,novel,deep,10.0,,,,,,9.0,8.0,9.0,9.0,2609,607,72.4,446.565492427126,29.0,0.5033617682815855,13.0,21.0,34.592592592592595,0.31195617684351934,0.0,0.0,0.0,205,0.4184733663112778,1.0196253202589454,4,4,4,0,4,3,3,3
791.0,8.0,male,Pink,PinkPink,familiar,deep,11.0,,,,,,6.0,5.0,5.0,7.0,2127,835,53.399999999999935,325.64619305444444,26.0,0.5120899582640308,9.0,12.0,7.40187891440501,0.3213357161901696,0.0,0.0,0.0,543,0.3928494339164095,1.0191005320939293,2,2,1,1,1,1,1,1
792.0,40.0,female,Pink,PinkGreen,novel,deep,20.0,7.0,4.0,3.0,6.0,20.0,5.0,7.0,5.0,8.0,2682,148,109.79999999999991,630.0169982209729,51.0,0.6394725683159835,16.0,19.0,8.267683772538142,0.44135174227470636,0.0,0.0,0.0,59,0.22826846498266437,1.0066481647563748,1,0,0,0,0,0,0,0
793.0,10.0,female,Pink,PinkPink,familiar,deep,11.0,,,,,,5.0,7.0,6.0,7.0,2405,1071,24.499999999999975,153.41357355391852,14.0,0.36104799375921015,6.0,7.0,2.886345698500395,0.4577516184020516,0.0,0.0,0.0,234,0.4564758886687489,1.0257963882755528,0,0,0,0,1,1,0,0
794.0,40.0,male,Green,GreenPink,novel,deep,19.0,3.0,4.0,3.0,9.0,19.0,6.0,7.0,7.0,7.0,2599,306,134.5,720.0163799803413,46.0,0.6015245501343086,16.0,27.0,22.149321266968325,0.4962301701734622,0.007547169811320755,0.0015094339622641509,0.0007547169811320754,175,0.35101208194036615,1.0256708961591074,3,3,1,0,0,0,0,0
795.0,10.0,female,Pink,PinkGreen,novel,deep,10.0,,,,,,9.0,9.0,9.0,9.0,2158,958,43.09999999999994,283.25563404807235,23.0,0.4459252704972292,9.0,11.0,7.956999085086917,0.3057476713004414,0.0,0.0,0.0,408,0.4926158820727199,1.0277174725802767,1,0,0,0,0,0,0,0
796.0,8.0,female,Green,GreenGreen,familiar,deep,10.0,,,,,,5.0,5.0,7.0,7.0,2988,811,57.99999999999999,337.4047199125101,24.0,0.4300888521134875,10.0,15.0,34.82096774193548,0.3790864467161658,0.0,0.0,0.0,261,0.46249156450732204,1.0279256960127978,1,1,0,0,2,2,2,2
797.0,39.0,female,Pink,PinkPink,familiar,deep,22.0,6.0,5.0,5.0,6.0,22.0,4.0,6.0,,,2261,500,80.59999999999991,514.081633375919,33.0,0.5462020763922637,13.0,20.0,22.62531017369727,0.32813678011309894,0.0,0.0,0.0,292,0.3145499173327655,1.0137208358437588,3,3,3,2,1,1,1,1
798.0,44.0,male,Green,GreenPink,novel,deep,18.0,5.0,5.0,5.0,3.0,18.0,3.0,8.0,4.0,8.0,2701,814,53.8,330.3006994091005,18.0,0.4317280738170187,10.0,14.0,28.624031007751938,0.3639120268570722,0.0007757951900698216,0.0,0.0,211,0.4793888732450055,1.0345299311005032,2,2,1,1,5,4,3,3
799.0,9.0,male,Green,GreenGreen,familiar,deep,10.0,,,,,,1.0,8.0,2.0,8.0,2884,619,75.29999999999998,440.7601760615573,35.0,0.560020419138253,14.0,16.0,5.487623762376238,0.33161755366857104,0.0,0.0,0.0,289,0.37650604521851216,1.017131279426098,0,0,0,0,0,0,0,0
800.0,9.0,female,Pink,PinkPink,familiar,deep,10.0,,,,,,6.0,8.0,8.0,7.0,2061,1020,34.79999999999997,211.72013009451783,13.0,0.31694715134092827,5.0,8.0,83.4057226705796,0.3258107089607034,0.0,0.0,0.0,138,0.5393103177506451,1.0325426461664136,1,1,1,0,1,1,1,1
801.0,39.0,female,Green,GreenPink,novel,deep,16.0,7.0,4.0,1.0,4.0,16.0,5.0,8.0,4.0,8.0,2586,654,68.29999999999998,410.2768411671208,29.0,0.5329810036343328,12.0,17.0,14.789965986394558,0.3474976757856248,0.0,0.0,0.0,325,0.36515832235028955,1.0180614689385492,3,2,2,1,4,1,0,0
802.0,11.0,female,Pink,PinkGreen,novel,deep,12.0,,,,,,5.0,9.0,5.0,8.0,2171,695,56.399999999999935,351.41294948746054,26.0,0.5059244873146785,9.0,12.0,11.926811053024645,0.3878201802152765,0.0,0.0,0.0,162,0.4176492666479424,1.0174520890665253,2,2,2,0,1,1,1,0
803.0,10.0,female,Green,GreenGreen,familiar,deep,9.0,,,,,,3.0,5.0,3.0,5.0,2815,903,45.89999999999999,285.24624510433887,23.0,0.45164431333625027,9.0,13.0,1.0039556962025316,0.30975834468897595,0.0,0.0,0.0,237,0.45924738583763336,1.0253960604371732,0,0,0,0,2,2,1,1
804.0,8.0,male,Pink,PinkGreen,novel,deep,14.0,,,,,,1.0,7.0,1.0,7.0,2625,549,79.29999999999995,426.99359472092044,32.0,0.5031242784560018,11.0,13.0,24.734775641025642,0.4786217606869643,0.0,0.0,0.0,253,0.23670480944941868,1.0090421125806641,0,0,0,0,0,0,0,0
805.0,7.0,male,Pink,PinkPink,familiar,deep,10.0,,,,,,9.0,9.0,9.0,9.0,3102,832,4059.1,308.6656485195066,23.0,0.442503652974521,5.0,6.0,4.58538404175988,0.5299139178058334,0.0007462686567164179,0.0,0.0,160,0.5717455320760623,1.0412727652923905,2,1,1,0,7,6,6,5
806.0,8.0,male,Green,GreenPink,novel,deep,11.0,,,,,,3.0,7.0,4.0,8.0,2542,879,48.899999999999984,308.4936014360263,23.0,0.4473645058555516,10.0,11.0,20.670667666916728,0.33678490699281793,0.0,0.0,0.0,168,0.47187485377273314,1.033271586273664,1,1,0,0,1,0,0,0
807.0,11.0,female,Green,GreenPink,novel,deep,11.0,,,,,,3.0,8.0,2.0,9.0,2662,1030,36.599999999999994,210.30755927141377,14.0,0.3904993250412021,8.0,9.0,7.613333333333333,0.316975317980947,0.0,0.0,0.0,151,0.6421550315313306,1.0622884538720538,1,1,0,0,0,0,0,0
808.0,11.0,male,Green,GreenGreen,familiar,deep,12.0,,,,,,5.0,7.0,6.0,7.0,2703,591,76.0,460.00191084700293,32.0,0.5030960833171305,13.0,19.0,18.73467916366258,0.30079650933940466,0.0,0.0,0.0,114,0.3758324676395251,1.018553701674408,2,2,1,1,0,0,0,0
809.0,8.0,male,Pink,PinkGreen,novel,deep,11.0,,,,,,1.0,9.0,1.0,9.0,2431,850,51.899999999999956,296.75248683461353,25.0,0.4797315576529682,9.0,10.0,0.8387585162755489,0.4031109053249671,0.0,0.0,0.0,180,0.3094528248223298,1.0152142876734218,0,0,0,0,0,0,0,0
810.0,47.0,female,Pink,PinkPink,familiar,deep,22.0,8.0,4.0,5.0,5.0,22.0,4.0,8.0,5.0,8.0,2056,854,42.29999999999995,265.71290158603784,27.0,0.4956233695437595,12.0,14.0,1.103698332124728,0.39665778850578365,0.0,0.0,0.0,122,0.2995485820888449,1.00927827021066,1,1,0,0,1,1,1,1
811.0,21.0,male,Green,GreenPink,novel,deep,26.0,7.0,4.0,7.0,8.0,26.0,5.0,7.0,6.0,7.0,2443,502,87.39999999999998,471.93607045056376,26.0,0.5077815122068265,12.0,16.0,21.13608957795004,0.3652375832610464,0.0,0.0,0.0,340,0.6189532916211233,1.0579753058265564,1,0,0,0,2,2,2,2
812.0,11.0,male,Green,GreenGreen,familiar,deep,10.0,,,,,,8.0,7.0,8.0,9.0,2818,424,266.79999999999995,811.1133826247566,43.0,0.5579890052288669,19.0,28.0,22.919719407638347,0.5155486320831033,0.0,0.0,0.0,218,0.566761594425872,1.052417460523724,6,4,3,0,7,4,3,1
813.0,21.0,female,Green,GreenPink,novel,deep,24.0,8.0,2.0,4.0,10.0,24.0,5.0,8.0,,,2695,854,50.7,324.8286556928233,22.0,0.49506604378242935,13.0,17.0,8.387788778877887,0.3147442793221763,0.0,0.0,0.0,289,0.4674183971956168,1.02284091908628,2,2,2,0,1,1,0,0
814.0,39.0,female,Pink,PinkGreen,novel,deep,23.0,8.0,6.0,2.0,7.0,23.0,8.0,8.0,8.0,8.0,2173,806,53.39999999999992,332.02962491324257,25.0,0.47723472904182734,8.0,12.0,24.190637720488468,0.3237305229022502,0.0,0.0,0.0,27,0.3848984853050815,1.018726262085997,1,1,1,0,1,0,0,0
815.0,12.0,male,Pink,PinkPink,familiar,deep,10.0,,,,,,3.0,7.0,6.0,7.0,1936,551,78.39999999999989,532.8531182130022,23.0,0.47216449982452396,8.0,17.0,46.27164179104478,0.5282465700739604,0.00597460791635549,0.0,0.0,161,0.7903364840244725,1.0772719760907843,6,4,2,0,7,7,6,4
816.0,54.0,female,Pink,PinkGreen,novel,deep,19.0,4.0,3.0,4.0,8.0,19.0,7.0,8.0,7.0,8.0,2633,1213,26.49999999999999,88.25006829632,7.0,0.2905073875545161,1.0,2.0,71.9328125,0.5546245969281014,0.008600469116497263,0.0,0.0,221,0.8567397247544155,1.0847263484305825,0,0,0,0,2,2,2,1
817.0,14.0,female,Green,GreenPink,novel,deep,3.0,,,,,,3.0,8.0,5.0,7.0,2507,344,144.39999999999998,549.7557597838834,37.0,0.5470228095294639,15.0,15.0,2.852773826458037,0.32331791938741977,0.0,0.0,0.0,95,0.5802279889858075,1.059527973176249,5,3,0,0,2,2,2,2
818.0,,,Green,GreenGreen,familiar,deep,,,,,,,5.0,8.0,2.0,7.0,2942,905,43.60000000000001,266.94847202230284,22.0,0.4614253110653399,8.0,9.0,8.110552763819095,0.3379197808316678,0.0,0.0,0.0,307,0.2731367154358545,1.0076146618059068,1,1,1,0,4,3,3,3
819.0,56.0,male,Pink,PinkGreen,novel,shallow,10.0,3.0,1.0,2.0,4.0,10.0,1.0,8.0,1.0,7.0,2856,560,71.69999999999996,373.7857100329038,26.0,0.5024138942625419,3.0,6.0,13.868200836820083,0.45489664121966256,0.0006978367062107466,0.0,0.0,67,0.38065567443997145,1.018828043404301,3,2,0,0,1,1,1,1
820.0,32.0,male,Green,GreenGreen,familiar,deep,28.0,8.0,6.0,5.0,9.0,28.0,6.0,7.0,6.0,7.0,2815,209,472.9000000000001,652.1892999523352,46.0,0.6188684901478098,19.0,26.0,10.692962103634958,0.3512214140244631,0.0,0.0,0.0,208,0.3370976161547156,1.026287717709092,1,1,0,0,1,1,0,0
821.0,10.0,male,Pink,PinkPink,familiar,deep,10.0,,,,,,7.0,8.0,7.0,8.0,2016,778,53.99999999999993,338.5493205209011,27.0,0.48417743905459,11.0,14.0,9.635642135642136,0.313537824114507,0.0,0.0,0.0,115,0.4709298094179449,1.0247544600048295,3,2,2,0,2,2,2,1
822.0,13.0,male,Green,GreenPink,novel,deep,10.0,,,,,,8.0,7.0,9.0,8.0,2471,471,73.8,494.96525342697754,32.0,0.5444246541468749,14.0,18.0,13.643745427944404,0.3289178067133891,0.0007320644216691069,0.0,0.0,134,0.4480216585920593,1.0308809803085213,2,2,2,0,1,1,1,0
823.0,44.0,male,Pink,PinkGreen,novel,deep,17.0,6.0,1.0,3.0,7.0,17.0,6.0,9.0,6.0,9.0,2329,426,87.59999999999992,511.04874489100587,38.0,0.5905720631172413,13.0,18.0,8.746867167919799,0.4093316704193632,0.0,0.0,0.0,304,0.2591956658853085,1.0115085461338278,1,1,1,0,1,1,1,1
824.0,9.0,male,Green,GreenGreen,familiar,deep,9.0,,,,,,1.0,7.0,1.0,5.0,3062,1038,35.50000000000001,216.67980538058845,17.0,0.3987537491894052,9.0,11.0,11.283836040216551,0.3278813431916422,0.0,0.0,0.0,208,0.38432977949511454,1.017797856007682,1,1,1,0,2,2,1,0
825.0,9.0,female,Pink,PinkPink,familiar,deep,12.0,,,,,,7.0,8.0,7.0,8.0,3066,470,85.29999999999995,431.19700218679475,31.0,0.5464497060955605,10.0,15.0,9.252569750367106,0.48488500057375217,0.0036737692872887582,0.0,0.0,139,0.6479975489373214,1.0579948785533473,1,1,0,0,1,1,1,0
826.0,12.0,female,Pink,PinkGreen,novel,shallow,15.0,,,,,,6.0,7.0,7.0,7.0,2153,668,57.39999999999994,369.94985899566166,26.0,0.51446613918111,12.0,15.0,11.74062968515742,0.35683213396434704,0.0,0.0,0.0,167,0.4083344870883025,1.024565417455218,3,2,2,0,0,0,0,0
827.0,40.0,female,Green,GreenPink,novel,shallow,19.0,6.0,3.0,3.0,7.0,19.0,5.0,9.0,6.0,9.0,2596,416,91.6,541.3645424837969,47.0,0.6242045096839228,17.0,19.0,7.253003003003003,0.29518022661937854,0.0,0.0,0.0,169,0.21342983404032675,1.0047952292581437,0,0,0,0,0,0,0,0
829.0,43.0,male,Green,GreenGreen,familiar,shallow,13.0,4.0,0.0,3.0,6.0,13.0,6.0,8.0,6.0,8.0,2877,824,51.8,308.09789696813647,22.0,0.48385505383007654,10.0,11.0,13.14108187134503,0.3295340189709333,0.0,0.0,0.0,133,0.2620459323729141,1.0068973436009512,1,1,0,0,1,0,0,0
830.0,9.0,male,Green,GreenGreen,familiar,shallow,10.0,,,,,,2.0,7.0,2.0,8.0,3054,645,74.39999999999999,443.2939936833053,24.0,0.4829884609982921,9.0,15.0,35.085344827586205,0.36623084336616085,0.0,0.0,0.0,341,0.3632206851967271,1.0192129829427286,2,1,0,0,2,1,0,0
831.0,8.0,male,Pink,PinkPink,familiar,shallow,7.0,,,,,,7.0,5.0,9.0,6.0,2148,775,53.49999999999994,332.6037147355903,20.0,0.45693709226841944,8.0,12.0,36.36482084690554,0.35869320841214036,0.0,0.0,0.0,273,0.5124384646921877,1.0351195833900984,4,4,3,0,1,1,1,1
832.0,45.0,female,Pink,PinkGreen,novel,shallow,17.0,5.0,2.0,4.0,6.0,17.0,7.0,7.0,7.0,7.0,2263,491,75.99999999999991,478.0503606695099,35.0,0.5673904957041453,14.0,18.0,14.040570999248684,0.38532173211064763,0.0,0.0,0.0,170,0.2521507028097973,1.0062078175597184,0,0,0,0,2,1,0,0
833.0,8.0,male,Pink,PinkPink,familiar,shallow,11.0,,,,,,3.0,9.0,3.0,9.0,2921,863,1022.6999999999999,252.87532446931695,21.0,0.44023839835244666,6.0,8.0,20.578690807799443,0.5707723110682398,0.006968641114982578,0.0,0.0,65,0.40059637548917465,1.0176484344382506,0,0,0,0,2,2,2,2
834.0,15.0,male,Green,GreenPink,novel,shallow,12.0,,,,,,5.0,7.0,5.0,7.0,2906,596,204.6,466.84077259273374,41.0,0.5616267225737865,12.0,12.0,17.389817024661895,0.3841196107360493,0.0,0.0,0.0,244,0.3458379975455204,1.0131374000848443,0,0,0,0,1,0,0,0
835.0,47.0,female,Green,GreenGreen,familiar,shallow,25.0,6.0,6.0,6.0,7.0,25.0,7.0,8.0,7.0,7.0,2884,731,59.79999999999999,376.26739590686395,28.0,0.5000469243870627,11.0,15.0,13.947488584474886,0.3588288789750032,0.0,0.0,0.0,187,0.38420535857686827,1.014448133041589,3,3,2,2,1,1,1,1
836.0,73.0,female,Pink,PinkGreen,novel,shallow,12.0,5.0,2.0,3.0,2.0,12.0,5.0,7.0,3.0,7.0,2963,1229,22.699999999999992,81.65529336528992,6.0,0.23347827007321711,2.0,4.0,20.4822695035461,0.5284297433706462,0.0056777856635912,0.0,0.0,91,0.7341535216620712,1.047092137603891,1,1,0,0,2,2,2,2
837.0,41.0,female,Pink,PinkPink,familiar,shallow,18.0,8.0,3.0,3.0,4.0,18.0,7.0,8.0,6.0,7.0,2117,982,39.799999999999955,238.8534095933813,17.0,0.38967289919430786,7.0,10.0,17.54290053151101,0.361840282078525,0.0,0.0,0.0,184,0.4559962164196579,1.0262376483357198,2,1,1,0,1,1,1,1
838.0,9.0,male,Pink,PinkGreen,novel,shallow,10.0,,,,,,5.0,3.0,5.0,3.0,2063,535,72.79999999999994,441.8760875755337,34.0,0.5417645089095424,10.0,15.0,25.24732142857143,0.34156176694999013,0.0,0.0,0.0,381,0.25032815521571483,1.0105774332222173,0,0,0,0,2,1,1,1
840.0,63.0,female,Green,GreenGreen,familiar,shallow,21.0,7.0,4.0,3.0,7.0,21.0,7.0,8.0,8.0,8.0,3064,549,79.5,486.9428810031827,25.0,0.501227485144291,13.0,22.0,31.007639419404125,0.3275036287183262,0.0,0.0,0.0,192,0.4071164643731289,1.0197262487450272,3,2,2,1,2,1,0,0
841.0,11.0,male,Pink,PinkGreen,novel,shallow,16.0,,,,,,8.0,8.0,8.0,8.0,2256,835,54.89999999999996,314.1276782459777,24.0,0.4559504226075219,10.0,12.0,8.486999297259311,0.36901011118354354,0.0,0.0,0.0,78,0.4881158127008427,1.0286756798530114,3,3,1,0,0,0,0,0
843.0,,,Green,GreenGreen,familiar,shallow,,,,,,,,,5.0,8.0,2895,430,83.79999999999998,529.4404419450648,32.0,0.5530755684879788,14.0,17.0,19.12683284457478,0.3495767989405571,0.0,0.0,0.0,137,0.5215474334059875,1.0381897577595791,4,3,2,0,1,1,1,1
844.0,65.0,male,Pink,PinkPink,familiar,shallow,8.0,3.0,1.0,2.0,2.0,8.0,5.0,7.0,3.0,7.0,2429,1088,35.799999999999955,225.68025073603187,14.0,0.3666070225826568,6.0,9.0,15.070454545454545,0.3179396214060077,0.0,0.0,0.0,621,0.41219186036768124,1.0182744688352439,2,2,2,1,1,0,0,0
845.0,66.0,female,Green,GreenPink,novel,shallow,12.0,2.0,4.0,2.0,4.0,12.0,3.0,7.0,3.0,7.0,3300,1305,13.2,63.90265431855383,6.0,0.25892426344979913,3.0,3.0,78.37605633802816,0.4009366916386187,0.0,0.0,0.0,81,0.8496385490151375,1.0727128902490635,0,0,0,0,2,2,2,2
846.0,34.0,female,Pink,PinkGreen,novel,shallow,14.0,0.0,3.0,4.0,7.0,14.0,3.0,6.0,3.0,6.0,2491,535,71.89999999999993,411.22906937746626,35.0,0.5541320330483215,13.0,13.0,1.4349964862965565,0.422000712098322,0.0,0.0,0.0,78,0.3046244124787948,1.0103966846535934,1,0,0,0,0,0,0,0
848.0,38.0,male,Green,GreenPink,novel,shallow,24.0,8.0,3.0,7.0,6.0,24.0,3.0,8.0,3.0,8.0,2472,590,71.1,437.60410117794817,29.0,0.5184366076515444,12.0,17.0,7.7115241635687735,0.29280946764935334,0.0,0.0,0.0,156,0.6291308203994318,1.0511243323343367,3,2,1,1,3,3,3,1
849.0,10.0,male,Pink,PinkPink,familiar,shallow,11.0,,,,,,5.0,7.0,6.0,8.0,2253,487,189.79999999999995,469.9610498371944,36.0,0.5442926657790728,13.0,14.0,7.17425320056899,0.35836083569819416,0.0,0.0,0.0,95,0.6085971096248901,1.0503218336587405,3,2,2,0,5,4,4,4
850.0,10.0,male,Green,GreenGreen,familiar,shallow,11.0,,,,,,7.0,8.0,8.0,8.0,3137,389,104.39999999999998,533.1135512991532,37.0,0.5477707624855881,10.0,12.0,8.388260254596888,0.3922216140243154,0.0,0.0,0.0,87,0.4995379718901299,1.0277865269751585,1,1,1,1,4,4,3,3
851.0,41.0,male,Pink,PinkGreen,novel,shallow,20.0,7.0,4.0,2.0,7.0,20.0,4.0,8.0,5.0,8.0,2203,672,63.09999999999994,382.99587942420476,22.0,0.4509615281651191,9.0,14.0,23.646769662921347,0.37865845464456693,0.0,0.0,0.0,77,0.3928947122941905,1.0169233613295994,1,1,0,0,1,1,0,0
852.0,10.0,female,Pink,PinkPink,familiar,shallow,14.0,,,,,,7.0,8.0,6.0,8.0,2152,574,67.59999999999991,422.5811150440519,30.0,0.5071158247497175,12.0,14.0,12.043414275202355,0.4338670523037737,0.0,0.0,0.0,142,0.5580197989703968,1.0458296728349101,3,2,2,1,5,5,4,4
853.0,46.0,male,Green,GreenPink,novel,shallow,22.0,7.0,5.0,4.0,6.0,22.0,3.0,9.0,3.0,9.0,2818,1013,35.800000000000004,192.17695098436084,14.0,0.3370810779078222,7.0,8.0,31.777051561365287,0.39158373786010625,0.0,0.0,0.0,124,0.4525598684996073,1.0249691791584703,1,1,0,0,8,8,8,8
854.0,15.0,female,Pink,PinkGreen,novel,shallow,12.0,,,,,,4.0,8.0,4.0,8.0,2321,595,77.79999999999993,444.2320993218446,30.0,0.5176456498376627,11.0,15.0,9.784615384615385,0.3901999508934143,0.0,0.0,0.0,71,0.36252009524274353,1.0187559242884205,3,2,2,0,0,0,0,0
855.0,9.0,male,Green,GreenGreen,familiar,shallow,14.0,,,,,,8.0,8.0,9.0,9.0,2703,765,55.49999999999999,351.50823956982094,14.0,0.41349416990617305,7.0,13.0,58.70201238390093,0.3420659661209646,0.0,0.0,0.0,209,0.3938599565399736,1.0279480616692598,3,2,0,0,1,1,1,1
856.0,10.0,male,Pink,PinkGreen,novel,shallow,12.0,,,,,,3.0,9.0,6.0,5.0,2381,691,63.19999999999995,370.8987453859395,30.0,0.5101082489207802,12.0,13.0,12.390282131661442,0.4019071378676212,0.0,0.0,0.0,225,0.2833636855316971,1.0089692107936779,1,1,1,0,3,2,2,2
857.0,11.0,female,Pink,PinkPink,familiar,shallow,12.0,,,,,,5.0,7.0,5.0,8.0,2369,788,51.19999999999995,308.18532355243747,26.0,0.46974935444139576,10.0,11.0,1.485471296952516,0.4098196626485248,0.0,0.0,0.0,90,0.3211189872625747,1.0122673192061442,1,0,0,0,2,2,2,2
858.0,47.0,female,Green,GreenPink,novel,shallow,21.0,4.0,4.0,7.0,6.0,21.0,5.0,7.0,5.0,8.0,3007,759,61.79999999999999,361.9168675509493,27.0,0.4964505528691518,8.0,12.0,23.331000699790064,0.4039515200069876,0.0,0.0,0.0,72,0.2750478010206571,1.009954747439687,0,0,0,0,0,0,0,0
859.0,9.0,male,Pink,PinkGreen,novel,shallow,10.0,,,,,,4.0,8.0,2.0,5.0,2408,579,62.39999999999993,394.89442209991023,32.0,0.5256103084999565,11.0,13.0,17.53018181818182,0.4600998087700455,0.0,0.0,0.0,126,0.37872369731547373,1.014268448842354,1,1,1,0,2,1,1,1
860.0,9.0,male,Green,GreenGreen,familiar,shallow,12.0,,,,,,2.0,6.0,3.0,8.0,2984,930,47.599999999999994,294.2263793500982,16.0,0.28883666890927984,8.0,13.0,119.59268098647574,0.31240303765063415,0.0,0.0,0.0,244,0.6503128208580408,1.0503347744738947,2,2,1,0,5,5,5,5
861.0,12.0,male,Pink,PinkPink,familiar,shallow,14.0,,,,,,9.0,8.0,8.0,8.0,2081,238,103.99999999999989,611.6428271226149,35.0,0.565157119247821,14.0,22.0,22.595952547103977,0.34076231223866654,0.0,0.0,0.0,68,0.49618354540565335,1.0302368236125383,6,5,2,2,6,4,1,0
862.0,35.0,female,Pink,PinkGreen,novel,shallow,13.0,5.0,0.0,4.0,4.0,13.0,7.0,7.0,7.0,7.0,2030,774,52.59999999999992,310.1648041060064,24.0,0.4743839868859918,10.0,12.0,25.61880088823094,0.258501640627837,0.0,0.0,0.0,150,0.3553257234792206,1.014549909217385,2,2,2,1,0,0,0,0
864.0,10.0,female,Green,GreenPink,novel,shallow,12.0,,,,,,3.0,9.0,1.0,7.0,2929,1236,20.599999999999994,124.06010366166936,8.0,0.3051263563986131,3.0,3.0,0.289002557544757,0.3563921797787181,0.0,0.0,0.0,328,0.8473626855665921,1.0824456076015658,0,0,0,0,1,1,1,0
865.0,10.0,male,Pink,PinkGreen,novel,shallow,13.0,,,,,,9.0,8.0,9.0,8.0,2137,542,139.59999999999994,450.8229052693605,25.0,0.49912982202417433,10.0,15.0,18.050117462803446,0.3465395772139287,0.0,0.0,0.0,224,0.5738546952877218,1.044398646872756,4,2,1,0,1,0,0,0
866.0,14.0,male,Green,GreenGreen,familiar,shallow,4.0,,,,,,5.0,6.0,5.0,7.0,2949,401,160.7,568.7233493947169,29.0,0.5233164971633506,13.0,19.0,29.75667870036101,0.3700378318451909,0.0,0.0,0.0,116,0.369389254526141,1.027260371105517,6,5,4,0,0,0,0,0
867.0,52.0,male,Pink,PinkPink,familiar,shallow,15.0,5.0,2.0,2.0,6.0,15.0,4.0,7.0,7.0,8.0,2047,978,32.799999999999955,200.83206364109398,15.0,0.40119179120342907,7.0,8.0,6.668073136427567,0.33921431785345363,0.0,0.0,0.0,79,0.3451352181567498,1.0148691935841407,1,1,1,0,0,0,0,0
870.0,40.0,female,Green,GreenGreen,familiar,shallow,11.0,2.0,2.0,3.0,4.0,11.0,7.0,8.0,5.0,8.0,3028,949,45.400000000000006,229.5912249067728,15.0,0.38292722443285315,6.0,9.0,79.23233908948194,0.3011112723231928,0.0,0.0,0.0,227,0.7172631696465526,1.070154028703006,1,1,1,0,3,2,2,2
871.0,9.0,female,Pink,PinkGreen,novel,shallow,9.0,,,,,,2.0,8.0,3.0,9.0,1795,1172,20.99999999999997,110.83951293379448,7.0,0.25371830039810395,3.0,8.0,22.264705882352942,0.30588215491368087,0.0,0.0,0.0,243,0.7710933200056347,1.0570907454517848,1,1,1,0,2,2,2,2
872.0,11.0,female,Pink,PinkPink,familiar,shallow,12.0,,,,,,1.0,8.0,1.0,8.0,1773,905,40.99999999999994,261.4299155945407,23.0,0.4711873113297171,10.0,13.0,15.891952309985097,0.26226888612977495,0.0,0.0,0.0,159,0.40185987300423265,1.0248745999070827,2,2,1,1,0,0,0,0
873.0,12.0,female,Green,GreenGreen,familiar,shallow,10.0,,,,,,3.0,5.0,3.0,6.0,2816,550,80.89999999999999,490.26475057408675,36.0,0.5745566976168132,16.0,22.0,12.397476340694006,0.2870708276844339,0.0,0.0,0.0,233,0.27100066427248687,1.0087650183029893,0,0,0,0,3,3,2,1
874.0,39.0,male,Pink,PinkGreen,novel,shallow,16.0,6.0,2.0,1.0,7.0,16.0,7.0,7.0,8.0,7.0,2193,459,78.59999999999991,453.46615021718117,29.0,0.522902197610998,12.0,16.0,23.215307582260372,0.3889993446313146,0.0,0.0,0.0,103,0.7597582110300354,1.061217974428169,1,0,0,0,5,3,2,1
875.0,9.0,female,Pink,PinkPink,familiar,shallow,7.0,,,,,,3.0,7.0,1.0,7.0,2155,1272,16.49999999999998,83.34701370454928,8.0,0.2642787752106627,4.0,6.0,1.0888888888888888,0.32119331401755435,0.0,0.0,0.0,241,1.0560130798013085,1.098247921745496,0,0,0,0,0,0,0,0
876.0,66.0,female,Pink,PinkPink,familiar,shallow,25.0,9.0,5.0,5.0,6.0,25.0,4.0,9.0,6.0,8.0,1978,1019,31.99999999999995,172.14787948449597,16.0,0.3271245526446275,7.0,8.0,11.270152505446623,0.3052178763072009,0.0,0.0,0.0,124,0.40117272239342006,1.0226755044056444,1,1,1,0,2,2,2,2
878.0,20.0,female,Pink,PinkGreen,novel,shallow,24.0,8.0,4.0,4.0,8.0,24.0,6.0,8.0,6.0,8.0,2255,532,67.79999999999991,435.0803814368416,33.0,0.5426486220975976,12.0,17.0,11.382778581765557,0.40646746171301157,0.0,0.0,0.0,119,0.316489411218932,1.010143907789604,2,2,2,0,0,0,0,0
